age_group,sex,period,people,period_start,period_end,period_type,classification,source_table,note,source_id,source_publication_date,source_url,retrieved_at,review_status
18 to 24,Unknown,2019,0,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
18 to 24,Unknown,2020,0,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
18 to 24,Unknown,2021,11,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
18 to 24,Unknown,2022,65,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
18 to 24,Unknown,2023,10,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
18 to 24,Unknown,2024,0,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
18 to 24,Unknown,2025,1,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
18 to 24,Unknown,Year ending June 2025,0,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
18 to 24,Unknown,Year ending June 2026,1,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,2018,199,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,2019,1044,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,2020,4267,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,2021,12293,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,2022,18242,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,2023,11177,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,2024,15466,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,2025,18854,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,Year ending June 2025,19440,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,All,Year ending June 2026,14341,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,2018,185,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,2019,919,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,2020,3840,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,2021,11059,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,2022,15993,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,2023,9727,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,2024,13593,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,2025,16315,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,Year ending June 2025,17271,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Male,Year ending June 2026,12162,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,2018,14,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,2019,125,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,2020,427,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,2021,1224,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,2022,2200,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,2023,1441,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,2024,1872,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,2025,2539,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,Year ending June 2025,2168,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Female,Year ending June 2026,2179,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,2018,0,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,2019,0,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,2020,0,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,2021,10,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,2022,49,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,2023,9,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,2024,1,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,2025,0,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,Year ending June 2025,1,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
25 to 39,Unknown,Year ending June 2026,0,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,2018,34,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,2019,203,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,2020,824,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,2021,1751,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,2022,3362,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,2023,2138,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,2024,2713,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,2025,3113,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,Year ending June 2025,3290,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,All,Year ending June 2026,2263,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,2018,33,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,2019,164,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,2020,669,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,2021,1448,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,2022,2767,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,2023,1725,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,2024,2204,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,2025,2557,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,Year ending June 2025,2738,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Male,Year ending June 2026,1847,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Female,2018,1,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Female,2019,39,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
